cik_date,GrossProfit,GrossMargin,WorkingCapitalRatio,EarningPerShare,DebtToEquityRatio,PEratio,ReturnOfEquity,EBIDTAratio,EvRatio,EVbyEbidta,ChurnRate,GrowthRate,ProfitMargin,RuleOf40,MarketCap,MagicNumber,wce_label,eps_label,de_label,pe_label,roe_label,growth_rate_label,profitm_label,grossm_label,ro40_label,churnrate_label,EVbyEbidta_label,marketCap_label,magicNum_label,aggregate,predicted_aggregate
796343_2020,865736136.2643442,0.7097628343119835,1.477866473149492,10.981210855949897,0.2810667482535312,43.44056463878327,26.82168170924481,209348403.18202248,247747370000.0,12.670998565637094,0.7821700325737314,78.21700325737314,78.21700325737314,156.43400651474627,228497370000.0,-36944.50041642795,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6153846153846154,0.6165794
796343_2021,865736136.2643442,0.7097628343119835,1.2505770340450086,10.15157894736842,0.2899811754862999,60.73242430526752,20.171512235933907,209348403.18202248,317035750000.0,12.670998565637094,-0.0832699619771863,-8.32699619771863,-8.32699619771863,-16.65399239543726,292851750000.0,23.5219512195122,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.46153846153846156,0.4616081
78749_2019,74035000.0,0.5250820939452613,1.3551740107373802,-0.5601417766323608,0.5794060940947308,-37.7940030241568,-13.082626065870286,54036000.0,42770580833.637215,12.670998565637094,-0.0,-0.0,-0.0,-0.0,497520255.81000006,-0.1965891102416296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.25612253
78749_2020,80952000.0,0.5035674962832101,1.3454906875243076,-1.442942340164709,0.9674735565868138,-11.573574033522176,-47.47550761598171,209348403.18202248,42770580833.637215,12.670998565637094,1.5878912184746277,158.78912184746275,158.78912184746275,317.5782436949255,394276946.6,-0.5087512320420537,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.442744
78749_2021,89376000.0,0.6515425438852277,2.184390419829183,-0.9832272050737988,0.7636962291551905,-48.7781458370044,-29.55581150783715,209348403.18202248,42770580833.637215,12.670998565637094,-0.3070126515396131,-30.70126515396131,-30.70126515396131,-61.40253030792262,1151554466.92,-0.2958210638431176,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.23048517
1459200_2019,318764000.0,0.6345292149302397,3.214908635134244,1.0991830858821308,0.2073014301460231,39.09266850254992,14.640877178107743,234012000.0,42770580833.637215,12.670998565637094,0.0,0.0,0.0,0.0,2092669637.61,0.2915647688712901,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.38461538461538464,0.3850023
1459200_2020,390575000.0,0.6319953139386055,4.403771995922167,1.5733085008736225,0.1929312969265764,65.75315644869177,16.644076348150303,283726000.0,42770580833.637215,12.670998565637094,0.4543535521473538,45.43535521473538,45.43535521473538,90.87071042947076,5119080489.0,0.424038257288983,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.6153846153846154,0.61532944
1459200_2021,443070000.0,0.5915732159809017,7.094689150217645,1.0397844958638924,0.2109360092764287,81.56497845213265,8.522800476868456,367471000.0,42770580833.637215,12.670998565637094,-0.3287477682298691,-32.87477682298691,-32.87477682298691,-65.74955364597382,4262504208.93,0.2297826125191269,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.38461538461538464,0.38419965
1701732_2018,280406000.0,0.7074189096798771,1.2056700950234036,0.3576364442358341,0.336353967016997,77.11742034269048,3.6108068830430295,140281000.0,1433569420.0,10.219270036569457,0.0,0.0,0.0,0.0,1057665420.0,0.1182602847214437,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.26688623
1701732_2019,326316000.0,0.7110597823126287,2.305659858961443,-0.1827433306680235,0.3422631108762675,-196.5051193317422,-1.6886347403796853,140806000.0,1883795610.0,13.378660071303775,-1.5499088589135983,-154.99088589135982,-154.99088589135982,-309.98177178271965,1482041609.9999998,-0.0650323782259663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.15384615384615385,0.19341433
1701732_2020,348616000.0,0.7418608659753448,1.927408669316676,-0.2374705988782341,0.4229347187197815,-244.99875047619048,-2.212067777756711,133018000.0,2994587880.0,22.5126515208468,0.3922036595067621,39.22036595067621,39.22036595067621,78.44073190135242,2572486880.0,-0.0791861175423645,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.46153846153846156,0.44389343
1701732_2021,402513000.0,0.7563488976453412,1.24103017439628,-0.1706777424113034,0.6544614526404741,-453.0174755515124,-1.2142618464401995,142005000.0,42770580833.637215,12.670998565637094,-0.1624761904761904,-16.247619047619047,-16.247619047619047,-32.49523809523809,3983835680.0,-0.0724949507439924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3076923076923077,0.30720788
1689923_2019,378759000.0,0.9063171496255176,3.937872219746384,0.5895189795604734,0.5809035859611633,169.7485636079249,7.222286288529019,77132000.0,42770580833.637215,12.670998565637094,0.0,0.0,0.0,0.0,5209243920.0,0.7838369390309315,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.38461538461538464,0.38435167
1689923_2020,451469000.0,0.9114914356319704,3.626178783573658,0.3758058464372207,0.5483952763151169,324.0769167233946,4.505904606103982,39932000.0,42770580833.637215,12.670998565637094,-0.2819668925964546,-28.196689259645463,-28.196689259645463,-56.39337851929093,7141034860.0,0.5628208730300631,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.38461538461538464,0.3842933
1689923_2021,480382000.0,0.8960094006173818,2.281285151168364,-3.0061568319084504,0.6830485543919427,-20.125363839248447,-30.01135775250121,-80512000.0,42770580833.637215,12.670998565637094,-9.154345359655094,-915.4345359655094,-915.4345359655094,-1830.8690719310189,3616145500.0,-4.098656447455462,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3076923076923077,0.26836383
713425_2019,57514000.0,0.5253379612714651,2.462720546385885,0.2161582229928252,0.3302750966995626,59.90981893124575,5.310342334526263,57850000.0,42770580833.637215,12.670998565637094,0.0,0.0,0.0,0.0,440037620.05,0.1413424161952045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.22992572
713425_2020,63158000.0,0.5469835276185198,2.647941337603776,0.1926249996107215,0.3157299483740486,85.55483469593594,4.485337165362712,58356000.0,42770580833.637215,12.670998565637094,-0.0820966643975493,-8.209666439754935,-8.209666439754935,-16.41933287950987,576810695.52,0.1297386752876881,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.23058456
713425_2021,60980000.0,0.5473574608645698,2.696648507816201,0.2270305509755577,0.3176585659468813,91.13310922734578,5.071727735560405,54789000.0,42770580833.637215,12.670998565637094,0.1997923464847226,19.979234648472264,19.979234648472264,39.95846929694453,737175720.5400001,0.1546417374015447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.23190492
1540755_2019,865736136.2643442,0.7097628343119835,2.153280572846427,-1.0377833753148615,0.3187255444841817,-30.24716019417476,-20.04105620294369,209348403.18202248,42770580833.637215,12.670998565637094,-0.0,-0.0,-0.0,-0.0,3962861940.0,-1.943915249710674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15384615384615385,0.15456352
1540755_2020,865736136.2643442,0.7097628343119835,1.5044752544752544,-1.1012731097088453,0.3902507080374457,-52.29402179376345,-18.925431893329545,209348403.18202248,42770580833.637215,12.670998565637094,0.1389219637296208,13.89219637296208,13.89219637296208,27.78439274592416,7803157050.0,-2.2139677735244367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.23076923076923078,0.22992972
1540755_2021,865736136.2643442,0.7097628343119835,1.3056850574428964,-1.0729258128806567,0.4345124154830269,-62.16646034539869,-16.511117902853066,209348403.18202248,42770580833.637215,12.670998565637094,0.0318328340604622,3.183283406046228,3.183283406046228,6.366566812092456,9571583400.0,-1.6961014353856152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15384615384615385,0.1544539
1013462_2019,865736136.2643442,0.7097628343119835,2.237649969790258,-2711.4707721073314,0.2012927049130721,inf,13.068215217617295,209348403.18202248,42770580833.637215,12.670998565637094,0.0,0.0,0.0,0.0,10647887902.488977,2.7141808952746387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.15384615384615385,0.15464288
1013462_2020,865736136.2643442,0.7097628343119835,2.3589160635269097,-2711.4707721073314,0.1778545059484532,inf,10.58810524096409,209348403.18202248,42770580833.637215,12.670998565637094,-0.0385734386598566,-3.857343865985664,-3.857343865985664,-7.714687731971328,10647887902.488977,2.609485604999008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.15384615384615385,0.15298542
1013462_2021,865736136.2643442,0.7097628343119835,2.104805187464996,-2711.4707721073314,0.1736136633684563,inf,10.138763010565452,209348403.18202248,42770580833.637215,12.670998565637094,0.0478004641761564,4.780046417615647,4.780046417615647,9.560092835231291,10647887902.488977,2.018196427303076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.15384615384615385,0.15402773
1433195_2019,154370000.0,0.6029795478336953,1.3022064866915344,2.062180288734796,0.2937978688494139,53.31735571357699,22.46438278981357,209348403.18202248,42770580833.637215,12.670998565637094,0.0,0.0,0.0,0.0,1934460300.0,0.3569587375297613,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.38461538461538464,0.3850049
1433195_2020,191027000.0,0.6161048326753876,4.002670414617007,8.457632548454269,0.1741920817011751,21.2872809227098,55.401161163961945,209348403.18202248,42770580833.637215,12.670998565637094,3.3658839093765502,336.58839093765505,336.58839093765505,673.1767818753101,3371969160.0,1.5584404084925525,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6923076923076923,0.6005856
1433195_2021,215426000.0,0.5994546011074937,3.012708483720224,0.0529432971107792,0.1770187066423208,2286.5972957198446,0.3456844922843087,209348403.18202248,42770580833.637215,12.670998565637094,-0.9935102239225267,-99.35102239225267,-99.35102239225267,-198.70204478450532,2350622020.0,0.0086365507565383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3076923076923077,0.30832428
1441683_2018,141818000.0,0.6254570152110539,1.6325885312419686,-1.442124458044111,0.5882290960400213,-18.52128632242017,-22.65443184108776,38206000.0,42770580833.637215,12.670998565637094,-0.0,-0.0,-0.0,-0.0,915896129.93,-0.5822902561083309,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3076923076923077,0.30771473
1441683_2019,172506000.0,0.64767389908653,1.96553286376668,-1.4688901667891563,0.4143531351102429,-26.012836673502385,-14.875237952770226,44743000.0,42770580833.637215,12.670998565637094,0.0255404339649349,2.5540433964934985,2.5540433964934985,5.108086792986997,1319214999.06,-0.5971622019428908,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.23069483
1441683_2020,215807000.0,0.7085559127040151,2.3441188545622498,-0.8590162346036794,0.3313255316706978,-188.69259214266512,-7.11522684474748,50864000.0,42770580833.637215,12.670998565637094,-0.3398864218953346,-33.988642189533465,-33.988642189533465,-67.97728437906693,6316861907.16,-0.3567417227011647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.23076923076923078,0.2298195
1441683_2021,265166000.0,0.7181030117072299,1.5680624510362922,-2.218004680077203,0.4339345198822034,-29.400298649383465,-17.830619075972383,20186000.0,42770580833.637215,12.670998565637094,1.647817904830182,164.7817904830182,164.7817904830182,329.5635809660364,2606071872.58,-0.9985918031678797,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.46153846153846156,0.46182933
1477720_2021,198263000.0,0.8733898962132826,2.7267794660989995,-1.3110601932127817,0.309252841382024,-26.97816635964291,-40.049866065348006,-146826000.0,42770580833.637215,12.670998565637094,-0.0,-0.0,-0.0,-0.0,5711547600.0,-7.366132006541178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.23076923076923078,0.23040786
929940_2019,865736136.2643442,0.7097628343119835,1.4192572758667903,3.7076768317105984,0.2608406138490647,22.164822806869307,20.85216955135938,209348403.18202248,42770580833.637215,12.670998565637094,0.0,0.0,0.0,0.0,5823452555.34,-36944.50041642795,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.38461538461538464,0.38331658
929940_2020,865736136.2643442,0.7097628343119835,2.773755000042644,3.391545129076031,0.1607989961119911,35.65631456979767,15.74890456892473,209348403.18202248,42770580833.637215,12.670998565637094,-0.1258421064650939,-12.584210646509398,-12.584210646509398,-25.168421293018795,8189221423.56,-36944.50041642795,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.38461538461538464,0.34333742
929940_2021,865736136.2643442,0.7097628343119835,5.428651169363386,4.70906830234821,0.0795947209798142,inf,17.985325057237,209348403.18202248,42770580833.637215,12.670998565637094,0.3924396201523048,39.24396201523048,39.24396201523048,78.48792403046096,10647887902.488977,-36944.50041642795,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.38461538461538464,0.38504043
884144_2020,38093000.0,0.5815103729372434,1.0234498875788165,-0.8598313125988403,0.83373151321854,-8.257433633744098,-3.8851717493157896,209348403.18202248,42770580833.637215,12.670998565637094,-0.0,-0.0,-0.0,-0.0,134687000.0,-0.5949879623550011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.23142114
884144_2021,46564000.0,0.6121687000420698,1.0730416706037986,0.1594268024765328,0.5415666461973613,49.11344816786721,0.7427101360278383,209348403.18202248,42770580833.637215,12.670998565637094,-1.195757464287904,-119.57574642879038,-119.57574642879038,-239.1514928575808,156819240.0,0.1164733347924418,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3076923076923077,0.3069799
1362190_2021,865736136.2643442,0.7097628343119835,2.213890870185449,-1.2425885439440314,0.1261798422751971,-5.6494967978042085,-15.985105018618723,209348403.18202248,42770580833.637215,12.670998565637094,-0.0,-0.0,-0.0,-0.0,80273700.0,-36944.50041642795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07692307692307693,0.09112063
769397_2019,181999784.0,0.9999988131868132,0.703980531896402,2.9489516864175025e-07,1.1108858315230508,inf,3.123340574462949,181997691.1,42770580833.637215,12.670998565637094,0.0,0.0,0.0,0.0,10647887902.488977,0.299537037037037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.23096406
769397_2020,3050.4,0.931618971994014,0.826074801192843,9.776663628076573e-07,1.389382822615451,inf,9.257660768234786,667.9000000000001,42770580833.637215,12.670998565637094,2.3153013910355487,231.5301391035549,231.5301391035549,463.0602782071097,10647887902.488977,0.9930555555555556,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.3848688
769397_2021,3548.3,0.936128113127902,0.8293237471963621,5.501821493624773,1.262049711117143,inf,46.84943192834154,966.2000000000004,42770580833.637215,12.670998565637094,4.632634032634033,463.2634032634033,463.2634032634033,926.5268065268066,10647887902.488977,5.396158999553372,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6153846153846154,0.6949636
769397_2022,4087.3,0.931811964253146,0.6893300743253354,2.2777268560953257,1.371626013478841,inf,17.00249734870514,1036.0999999999997,42770580833.637215,12.670998565637094,-0.5886442641946698,-58.86442641946697,-58.86442641946697,-117.72885283893396,10647887902.488977,2.052870714580752,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.46153846153846156,0.46150157
8670_2019,6088600000.0,0.4295248038828376,1.0525504402700772,5.280515891294335,1.8643760785344503,31.30944085833915,13.101265099482305,209348403.18202248,42770580833.637215,12.670998565637094,0.0,0.0,0.0,0.0,71786286000.0,0.2835307793139267,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3076923076923077,0.4236222
8670_2020,6144.699999999999,0.421164100947237,1.0477153080666255,5.737380786229356,1.634091439171634,25.950866004459755,13.378497854775636,209348403.18202248,42770580833.637215,12.670998565637094,-0.9999989242411026,-99.99989242411026,-99.99989242411026,-199.9997848482205,64007.811,3.050107585388173e-07,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.3416541
8670_2021,6365.1,0.4241872925746731,1.0694845490723144,6.132877035638424,1.95849077944178,32.38610506061189,13.359141642374984,209348403.18202248,42770580833.637215,12.670998565637094,0.0535171295357794,5.351712953577945,5.351712953577945,10.70342590715589,84155.294,0.3076932185527702,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.37016672
1348036_2018,865736136.2643442,0.7097628343119835,1.116473585281651,-1.1315131273495185,0.3097167106204743,-37.30403031105229,-12.602315623368412,209348403.18202248,42770580833.637215,12.670998565637094,-0.0,-0.0,-0.0,-0.0,2818319490.0,-36944.50041642795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15384615384615385,0.15278676
1348036_2019,865736136.2643442,0.7097628343119835,2.0788285562340687,-0.8880410081603141,0.2791802807008203,-82.48492955493842,-7.042299670191383,40864000.0,42770580833.637215,12.670998565637094,-0.089649238914626,-8.964923891462607,-8.964923891462607,-17.929847782925215,5673066000.0,-36944.50041642795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15384615384615385,0.15450123
1348036_2020,865736136.2643442,0.7097628343119835,2.197945364535504,-0.5782289731712479,0.2309437632666145,-285.163849704166,-2.997378824731072,81127000.0,42770580833.637215,12.670998565637094,-0.2848917516030068,-28.48917516030068,-28.48917516030068,-56.978350320601365,14025213619.999998,-36944.50041642795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15384615384615385,0.1576165
1348036_2021,865736136.2643442,0.7097628343119835,3.127899336413745,-1.438021748366576,0.3311044787262399,-89.78306492697612,-7.304417716594449,98279000.0,42770580833.637215,12.670998565637094,1.546265986214749,154.6265986214749,154.6265986214749,309.2531972429498,11243802570.000002,-36944.50041642795,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3076923076923077,0.33453888
1418100_2019,1619000000.0,0.5607897471423623,1.4058234758871702,5.700987013773017,0.6240772288472459,1.7944261187203794,35.945485519591145,837000000.0,42770580833.637215,12.670998565637094,0.0,0.0,0.0,0.0,1135871733.15,0.499211356466877,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.38461538461538464,0.38457718
1418100_2020,2159000000.0,0.7514792899408284,1.3887423043095866,0.4442929685606407,0.7846790890269151,36.01227372972973,2.5534851621808143,838000000.0,42770580833.637215,12.670998565637094,-0.9415481832543444,-94.15481832543443,-94.15481832543443,-188.3096366508689,1332454128.0,0.029179810725552,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3076923076923077,0.30694056
1418100_2021,2221000000.0,0.7470568449377732,1.4503190519598903,-0.202102815598942,0.7477845944103613,-97.92045668117647,-1.1588275391956373,1503000000.0,42770580833.637215,12.670998565637094,-1.4594594594594594,-145.94594594594594,-145.94594594594594,-291.8918918918919,1664647763.58,-0.0238095238095238,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.23122147
1015739_2020,865736136.2643442,0.7097628343119835,7.44052488070893,-0.3561438795079283,0.0610588529093482,inf,-7.922667110630151,209348403.18202248,42770580833.637215,12.670998565637094,-0.0,-0.0,-0.0,-0.0,10647887902.488977,-9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07692307692307693,0.08463022
1015739_2021,865736136.2643442,0.7097628343119835,6.761017244382511,-0.2694549828814657,0.0587146392849107,inf,-5.95635009920432,209348403.18202248,42770580833.637215,12.670998565637094,-0.2350932492776464,-23.509324927764645,-23.509324927764645,-47.01864985552929,10647887902.488977,-7.190123456790124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07692307692307693,0.07816264
1576169_2018,129444000.0,0.5003227414860023,2.9151358311130373,0.0,0.1943433482562043,inf,0.0,89578000.0,42770580833.637215,12.670998565637094,-inf,-inf,-inf,-inf,1463852581.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15330017
